         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         P82921,      64.37,  0.5818378,      54.02,  0.4742598,      36.78,  0.4067310,      10.34,  0.2460620,       0.00,  0.2225580,      41.38,  0.4697041,       4.60,  0.3324037, -0.1811540,  0.1211373,    87
         O75746,      19.32,  0.2478957,      12.24,  0.2781841,       0.00,  0.1277002,       3.54,  0.1465166,       2.21,  0.1436113,       5.60,  0.1742101,       2.95,  0.1650696,  0.1480876, -0.2489692,   678
         P05141,       4.70,  0.1295655,      11.74,  0.2418176,       0.00,  0.0900079,       1.01,  0.0884409,       0.00,  0.0682337,       6.38,  0.1739996,       0.67,  0.1170096,  0.2619842, -0.2212039,   298
         Q9BYC9,      43.62,  0.4273112,      10.07,  0.2743006,       0.00,  0.2566220,       5.37,  0.1595416,       0.00,  0.1323204,      24.16,  0.3333684,       0.00,  0.2211404, -0.0249285, -0.0068473,   149
         O95571,      16.93,  0.2209058,      12.99,  0.3131541,       6.69,  0.2420082,       4.72,  0.2040548,       0.39,  0.2058902,      10.24,  0.2078588,       1.57,  0.1919772,  0.1761362, -0.2275323,   254
         Q9H9P8,      17.93,  0.2171507,      17.49,  0.3181999,       7.99,  0.2204453,       1.51,  0.1531304,       0.00,  0.1439463,       6.70,  0.1894474,       0.86,  0.1703125,  0.1786583, -0.2481472,   463
         P26440,      17.61,  0.2436149,      15.02,  0.2938390,       0.00,  0.1777461,       1.88,  0.1518556,       0.47,  0.1577112,       4.23,  0.1744739,       1.17,  0.1702491,  0.1527379, -0.2266256,   426
         Q9Y584,      28.35,  0.3035749,      43.81,  0.4295542,      34.02,  0.3302278,      15.98,  0.2341484,      16.49,  0.2285866,      19.59,  0.3196630,      18.04,  0.2525878,  0.0922373, -0.2878237,   194
         P30405,      21.74,  0.3070828,      45.89,  0.4963073,      39.13,  0.3938402,      11.11,  0.2905343,       4.35,  0.2919780,      31.40,  0.3662818,      11.59,  0.2920307,  0.0892691, -0.1557394,   207
         P05091,      18.76,  0.2462439,      13.93,  0.3083462,       9.09,  0.2148921,       5.22,  0.1990402,       3.29,  0.2125412,       5.80,  0.1822706,       6.00,  0.2272224,  0.1493403, -0.2189465,   517
         Q9UKU7,       8.92,  0.1961331,      11.08,  0.3093455,       0.72,  0.2241309,       1.20,  0.1635680,       0.96,  0.1684452,       4.10,  0.1713877,       0.48,  0.1681465,  0.2015258, -0.2397759,   415
         Q12931,      31.68,  0.3555166,      26.56,  0.4043306,      21.73,  0.3077166,       7.39,  0.2071354,       6.82,  0.2377774,       6.96,  0.2462275,       3.55,  0.2418314,  0.0442085, -0.1535170,   704
         O43716,      39.71,  0.4400576,      21.32,  0.3750679,      28.68,  0.3816648,      16.91,  0.2982471,      11.76,  0.2961525,      27.21,  0.3671191,      11.76,  0.3597181, -0.0396986, -0.1316977,   136
         Q02252,      20.19,  0.2384633,      14.95,  0.3365287,       3.18,  0.2179800,       5.42,  0.2225696,       4.86,  0.2506678,       6.36,  0.1987413,       0.37,  0.2078284,  0.1593876, -0.2345941,   535
         Q96GW9,       9.11,  0.1765848,      17.20,  0.3113250,       4.89,  0.2159612,       4.55,  0.1671938,       1.85,  0.1611008,       5.06,  0.1749329,       0.17,  0.1651895,  0.2175638, -0.1911085,   593
         Q9Y3D5,      12.68,  0.2019443,      19.01,  0.3244219,       0.00,  0.2685005,       5.63,  0.2222240,       0.00,  0.1839704,       9.15,  0.1991308,       1.41,  0.1886152,  0.1922918, -0.1057025,   142
         Q99595,      29.82,  0.3097529,      21.64,  0.3744894,      15.79,  0.2598239,      20.47,  0.2899639,       8.77,  0.2503252,      22.81,  0.3090217,      17.54,  0.2555922,  0.0853918, -0.2685944,   171
         O95182,      57.52,  0.5751877,      88.50,  0.7076188,      86.73,  0.6921376,      56.64,  0.5256264,      63.72,  0.5540905,      50.44,  0.5502496,      84.07,  0.6008185, -0.1738149,  0.0474313,   113
         Q13505,      53.22,  0.5061355,      48.28,  0.5408494,      40.34,  0.4693777,      37.34,  0.3559496,      40.56,  0.4217842,      43.13,  0.4742267,      43.99,  0.4613870, -0.1077338, -0.0949409,   466
         O95363,      11.97,  0.1894972,      22.39,  0.3214975,       9.76,  0.2514338,       7.98,  0.1982183,       6.65,  0.1916723,       6.21,  0.1956978,       1.33,  0.1827639,  0.2055652, -0.1337903,   451
         Q02338,      26.82,  0.3169563,      22.45,  0.3712952,      19.24,  0.3033821,       4.08,  0.1935524,       0.29,  0.1936075,      12.24,  0.2448189,       8.16,  0.2706021,  0.0825939, -0.1912115,   343
         Q5SVS4,      25.43,  0.2539053,       3.09,  0.2370009,       0.00,  0.1352640,       1.03,  0.1174399,       0.00,  0.1137742,       5.15,  0.1878037,       0.00,  0.1516540,  0.1417220, -0.2329752,   291
         Q9P0J6,      14.56,  0.2716659,      12.62,  0.3387137,      27.18,  0.3952079,       7.77,  0.1549000,       2.91,  0.1532226,      22.33,  0.3408392,       2.91,  0.2098902,  0.1271990, -0.0321695,   103
         P49406,      36.30,  0.3983437,      40.41,  0.4711243,      36.30,  0.4383570,      19.86,  0.2988587,      14.04,  0.3064520,      23.63,  0.3265734,      30.82,  0.3732847,  0.0021124, -0.0745489,   292
         P31937,      28.27,  0.3422255,      18.75,  0.3677754,       6.55,  0.2672729,       2.08,  0.1783217,       0.00,  0.1783183,       7.74,  0.2419793,       1.19,  0.2181033,  0.0580343, -0.2907631,   336
         P53701,      36.94,  0.3875973,      47.01,  0.5143107,      41.79,  0.4191997,      22.01,  0.3200620,      36.19,  0.3821644,      29.85,  0.3620685,      39.18,  0.3975673,  0.0098843, -0.0313449,   268
         Q86YB7,      39.73,  0.4316721,      13.01,  0.3245613,       3.42,  0.2726072,       4.11,  0.2012343,       1.03,  0.2137962,      11.99,  0.2465031,       2.74,  0.2362946, -0.0312780, -0.2725156,   292
         Q9H061,      17.95,  0.2125698,      11.79,  0.2487223,       7.69,  0.2057086,       7.18,  0.1109528,       1.54,  0.0951178,      16.92,  0.2266536,       6.67,  0.1490027,  0.1816400, -0.2783375,   195
         Q13405,      24.10,  0.4066273,      39.16,  0.4517038,      34.34,  0.3874296,      28.92,  0.3732476,      22.29,  0.4042456,      27.71,  0.3283849,      25.90,  0.3919399, -0.0058839, -0.0441887,   166
         Q9H078,      36.07,  0.3800085,      41.44,  0.4499455,      27.44,  0.3599036,      17.26,  0.2933563,      17.11,  0.3334217,      22.91,  0.3074160,      27.30,  0.3540086,  0.0200141, -0.1041836,   707
         O15235,      47.10,  0.5042814,      47.10,  0.5490081,      58.70,  0.5756246,      27.54,  0.3696427,      21.01,  0.4103095,      47.83,  0.4704594,      40.58,  0.4798877, -0.1039676, -0.0153707,   138
         Q96RQ3,      37.79,  0.3892897,      28.28,  0.3929298,      11.45,  0.3018031,       6.76,  0.2718736,       9.79,  0.3115185,       9.66,  0.2462572,      11.59,  0.3189453,  0.0103633, -0.1632576,   725
         P05165,      25.14,  0.3100756,      11.40,  0.3316781,       6.87,  0.2110452,       2.75,  0.2031407,       0.96,  0.2319279,       3.85,  0.1949115,       0.27,  0.2119557,  0.0885173, -0.2182926,   728
         O43272,      31.33,  0.3321486,      25.00,  0.3714423,      23.67,  0.2913114,       9.67,  0.1969982,       6.00,  0.2093792,      15.17,  0.2554685,      17.83,  0.2761247,  0.0654926, -0.1707314,   600
         P09001,      15.52,  0.2029995,      20.40,  0.3554945,      18.39,  0.3054602,      18.68,  0.3008173,      10.06,  0.3066767,      12.64,  0.2242835,      15.80,  0.2826219,  0.1941334, -0.0928451,   348
         Q9Y2R9,      24.79,  0.3142793,      33.47,  0.3887344,      22.73,  0.3656416,       4.96,  0.2566154,       2.07,  0.2708458,       4.55,  0.2320207,       1.65,  0.2437492,  0.0875194, -0.0274439,   242
         P43155,      15.65,  0.2242981,      19.81,  0.3391317,       7.51,  0.2326211,       2.08,  0.1852277,       1.44,  0.1950449,       5.75,  0.1962436,       1.12,  0.1899911,  0.1726276, -0.1793027,   626
         Q5U5X0,      26.92,  0.3433882,      45.19,  0.4811782,      39.42,  0.4743975,      10.58,  0.3221357,       8.65,  0.3462003,      27.88,  0.3799875,       3.85,  0.3121484,  0.0584349, -0.0292675,   104
         Q99797,      22.58,  0.2946269,      23.14,  0.3675521,      18.51,  0.2819792,       1.54,  0.2036927,       0.56,  0.2123866,       8.70,  0.2321477,       7.85,  0.2653974,  0.1037931, -0.1752046,   713
         P99999,       8.57,  0.1953000,      37.14,  0.4661033,      34.29,  0.4311611,      18.10,  0.3283962,       9.52,  0.3213857,      20.95,  0.3270284,       6.67,  0.2730356,  0.2033616,  0.0383004,   105
         Q9UIJ7,      23.35,  0.2804263,      19.82,  0.3432567,      18.94,  0.2501357,      10.13,  0.2455150,       6.61,  0.2643793,      13.22,  0.2251204,       5.29,  0.2264496,  0.1160509, -0.1376036,   227
         O43920,      38.68,  0.3797712,      35.85,  0.4527595,      33.96,  0.4297576,      30.19,  0.3284189,      23.58,  0.3418148,      32.08,  0.3824000,      33.96,  0.3858203,  0.0247991,  0.0727167,   106
         P10809,      36.30,  0.3983644,      23.56,  0.3874430,      16.58,  0.3264782,       5.41,  0.2372932,       6.81,  0.2868163,       8.73,  0.2370720,       9.42,  0.3122448,  0.0020951, -0.2304781,   573
         Q96A35,      56.02,  0.4967820,      42.59,  0.4285743,      27.78,  0.3597369,      13.43,  0.3176542,       7.41,  0.3342681,      15.74,  0.3044935,       6.02,  0.3136286, -0.0962482, -0.0595023,   216
         O43678,      29.29,  0.3583631,      15.15,  0.3542414,       2.02,  0.2572357,      13.13,  0.2914404,       0.00,  0.2654894,      17.17,  0.2690933,       7.07,  0.2564380,  0.0429143, -0.1171752,    99
         Q9P015,      26.69,  0.3604659,      27.70,  0.4508120,      26.69,  0.4078121,      20.61,  0.3149440,      18.92,  0.3434657,      27.03,  0.3367331,      24.32,  0.3690387,  0.0414520, -0.0184895,   296
         Q9Y3A0,      34.34,  0.3755676,      38.49,  0.4132196,      35.09,  0.3949115,      15.09,  0.2581887,      15.47,  0.2759849,      27.17,  0.3114037,      33.58,  0.3382127,  0.0219689, -0.1978594,   265
         Q8NI60,      29.06,  0.3500368,      32.15,  0.4210029,      29.37,  0.3623644,      17.77,  0.2518008,      18.70,  0.2944507,      21.02,  0.2956177,      20.71,  0.3292122,  0.0489265, -0.1666846,   647
         P82933,      26.52,  0.3286314,      26.01,  0.3938604,      14.90,  0.3128819,       9.09,  0.2534798,       7.07,  0.2707065,      11.11,  0.2580264,       8.59,  0.3029311,  0.0704396, -0.0486199,   396
         P45954,       8.56,  0.1957599,      18.75,  0.3259470,       5.79,  0.2011953,       1.85,  0.1778670,       0.69,  0.1841717,       5.32,  0.1966047,       0.69,  0.1800583,  0.2008584, -0.2187161,   432
         O96000,      31.98,  0.3937977,      56.98,  0.5331163,      40.70,  0.4803667,      15.70,  0.2786687,      11.63,  0.3141736,      23.84,  0.3555844,      27.33,  0.3926178,  0.0062659,  0.0749251,   172
         Q9Y375,      24.46,  0.3012406,      26.30,  0.3856417,      12.84,  0.2575371,      13.15,  0.2597761,       8.87,  0.2524013,      21.41,  0.2773863,      19.88,  0.2889973,  0.0962319, -0.0913784,   327
         Q969M1,      18.51,  0.2140954,      17.21,  0.3337107,      12.99,  0.1609250,      10.71,  0.1914373,       8.12,  0.1993548,      11.69,  0.2266107,      10.06,  0.2210224,  0.1812620, -0.2417584,   308
         P30038,      18.83,  0.2667226,      10.12,  0.3192425,       3.73,  0.1885438,       5.15,  0.2150026,       3.73,  0.2231340,       3.55,  0.1773991,       0.71,  0.2002502,  0.1315152, -0.1993566,   563
         Q7Z2W9,      45.37,  0.4577497,      40.98,  0.4193594,      35.12,  0.3698794,       4.39,  0.2134692,       2.93,  0.2048029,      18.05,  0.3234833,       1.95,  0.2698109, -0.0576720, -0.1935295,   205
         Q9Y2Z4,      22.43,  0.2739071,      13.84,  0.3253899,      11.53,  0.2231711,       7.76,  0.1981159,       5.24,  0.1961543,       5.03,  0.2006139,       3.98,  0.1990303,  0.1221786, -0.1950495,   477
         Q9UMS0,      28.35,  0.3310741,      17.32,  0.3678618,      24.80,  0.3882133,      16.54,  0.2998488,      14.17,  0.3096033,      18.50,  0.2953251,      18.90,  0.3319877,  0.0664905, -0.1439148,   254
         Q16595,      49.52,  0.4431789,      52.38,  0.5008585,      43.81,  0.4308400,      14.29,  0.3289790,      15.24,  0.3332908,      24.29,  0.3829875,       9.05,  0.3315490, -0.0437812, -0.1064208,   210
         Q13084,      35.16,  0.3688878,      37.11,  0.4119073,      47.27,  0.4046421,      16.41,  0.2460722,       7.42,  0.2423909,      13.28,  0.2640653,       5.47,  0.2555539,  0.0288676, -0.0556307,   256
         Q7Z7K0,      45.28,  0.4352788,      58.49,  0.5756202,      75.47,  0.6040689,      19.81,  0.2932018,       7.55,  0.2925414,      30.19,  0.3996003,      47.17,  0.4333852, -0.0374649,  0.0276293,   106
         O75616,      18.31,  0.2484073,      26.54,  0.3920746,      26.32,  0.3759350,      10.76,  0.2501065,       8.47,  0.2811392,       9.84,  0.2318566,       3.20,  0.2339308,  0.1512574, -0.1940623,   437
         Q9Y276,      18.14,  0.2627851,      10.02,  0.2888294,       1.91,  0.1347638,       1.91,  0.1609496,       0.24,  0.1679689,       6.44,  0.1820620,       1.67,  0.1770992,  0.1374370, -0.1855844,   419
         O75879,      48.65,  0.4489968,      31.60,  0.4099917,      24.78,  0.3694084,       9.69,  0.2732464,      10.95,  0.3156051,       9.69,  0.2718190,       5.57,  0.2866101, -0.0492125, -0.1545065,   557
         Q13011,      23.17,  0.3215626,      28.66,  0.3629088,      20.73,  0.2963611,       7.62,  0.1952118,       1.83,  0.2049306,      14.02,  0.2462410,       2.13,  0.2218091,  0.0783340, -0.2433953,   328
         Q9P0U1,      29.09,  0.3129205,      40.00,  0.3871680,       0.00,  0.1726793,      16.36,  0.2086637,       0.00,  0.0919976,      40.00,  0.4303378,      10.91,  0.2385145,  0.0839244, -0.1959730,    55
         Q86VD7,      21.07,  0.2581538,      18.24,  0.3152380,      13.52,  0.2062121,       4.72,  0.1410786,       0.63,  0.1145761,      10.06,  0.2189320,       9.75,  0.2090318,  0.1398935, -0.2078138,   318
         Q9Y2Q9,      40.64,  0.4290271,      48.13,  0.5145372,      42.78,  0.4782532,      30.48,  0.3318005,      21.39,  0.3573146,      31.02,  0.3968792,      34.22,  0.4179684, -0.0266639, -0.1019544,   187
         P10109,      35.33,  0.3987095,      47.83,  0.5293295,      47.83,  0.5619566,      20.65,  0.3090522,       9.24,  0.3325348,      41.85,  0.4377100,      41.30,  0.4282152,  0.0007426, -0.1722184,   184
         O75431,       8.75,  0.1672694,      12.55,  0.2888158,       0.00,  0.1693982,       3.42,  0.1540225,       0.00,  0.1506716,      11.41,  0.1952016,       2.66,  0.1593301,  0.2327768, -0.1796161,   263
         O95139,      46.09,  0.4195151,      45.31,  0.5216169,      50.00,  0.4608759,      25.00,  0.3328040,       3.12,  0.2440026,      33.59,  0.4194291,      34.38,  0.3228946, -0.0246481,  0.0045795,   128
         Q16718,      43.97,  0.3910070,      37.07,  0.4244888,      30.17,  0.3760180,       8.62,  0.2464346,       0.00,  0.2741538,      16.38,  0.3043029,       3.45,  0.2733978,  0.0089322, -0.0973365,   116
         O43766,      29.30,  0.3526267,      29.30,  0.3944800,      25.27,  0.3242246,       5.65,  0.2626875,       5.65,  0.3106707,      12.10,  0.2474905,       4.30,  0.2613259,  0.0465759, -0.0744332,   372
         O75394,      24.62,  0.2950323,       6.15,  0.3226152,      13.85,  0.3212262,       3.08,  0.1636892,       0.00,  0.0896315,      36.92,  0.3839757,       1.54,  0.2091573,  0.1026656, -0.0660739,    65
         P13196,      25.78,  0.3431599,      35.16,  0.4355172,      26.56,  0.3546050,      15.00,  0.2816821,      20.31,  0.3311125,      12.97,  0.2812333,      20.78,  0.3378851,  0.0562113, -0.1562905,   640
         Q15119,      16.22,  0.2209315,      19.41,  0.3318841,       0.00,  0.1712585,       2.21,  0.1977488,       2.21,  0.2043090,       7.62,  0.2230852,       3.44,  0.1963265,  0.1764797, -0.1754820,   407
         P10606,      60.47,  0.5501811,      60.47,  0.5643836,      51.94,  0.5237201,      32.56,  0.3712164,      31.78,  0.4078444,      49.61,  0.5248901,      53.49,  0.4903727, -0.1521644, -0.1407676,   129
         P55809,      30.00,  0.3221305,      14.23,  0.3445367,       6.54,  0.2479260,       3.08,  0.2058621,       2.88,  0.2392922,       8.46,  0.2081072,       3.85,  0.2199883,  0.0768965, -0.2297367,   520
         Q9BYD1,      29.78,  0.3080349,      33.71,  0.3881791,      26.40,  0.2792295,       8.99,  0.2479304,       1.69,  0.2284103,      12.92,  0.2776470,       6.18,  0.2417004,  0.0861358, -0.1009954,   178
         O75380,      31.45,  0.3427213,      12.90,  0.3559508,       0.00,  0.2861645,       3.23,  0.2322258,       2.42,  0.2540946,      11.29,  0.2651578,       0.81,  0.2416916,  0.0563876, -0.1181157,   124
         P13073,      12.43,  0.2389982,      42.60,  0.4438386,      28.40,  0.3562939,       8.28,  0.2490367,       0.00,  0.2140715,      10.65,  0.2830390,       2.37,  0.2381640,  0.1576952, -0.0753983,   169
         Q9Y3B7,      46.88,  0.4518424,      33.85,  0.4427327,      28.12,  0.3933030,       8.33,  0.2338261,       0.52,  0.2436257,      21.35,  0.3211992,      10.94,  0.2822044, -0.0518616, -0.1734610,   192
         Q8NI37,      16.45,  0.2287499,      19.74,  0.3566016,       5.59,  0.2548117,       6.25,  0.2310608,       2.30,  0.2471468,       5.92,  0.2143131,       0.33,  0.2129786,  0.1689991, -0.1828064,   304
         Q8IWA4,      18.89,  0.2687497,      23.48,  0.3708748,      11.74,  0.2824489,       4.32,  0.1884161,       2.56,  0.2102377,       9.99,  0.2309710,       4.99,  0.2115417,  0.1287115, -0.1622437,   741
         Q9BSH4,      47.47,  0.4357534,      54.21,  0.5447153,      58.59,  0.5703756,      19.19,  0.3484255,      23.23,  0.3927308,      22.90,  0.3727193,      34.68,  0.4441200, -0.0360419, -0.1262820,   297
         Q9NRX2,      20.00,  0.3382381,      28.57,  0.4296686,      33.14,  0.3876698,      14.86,  0.3041840,      12.57,  0.3326195,      20.00,  0.3034336,      16.00,  0.3493023,  0.0620284, -0.0541557,   175
         Q5TEU4,      35.36,  0.3636699,      31.01,  0.3732821,      22.32,  0.2847671,      12.17,  0.2497073,       7.54,  0.2634339,      18.84,  0.2661102,      19.42,  0.3001618,  0.0332789, -0.1227959,   345
         Q9Y697,      42.23,  0.4581855,      24.29,  0.4041043,      20.57,  0.3275787,      12.25,  0.2677918,      10.72,  0.2995712,      18.16,  0.2886668,      16.63,  0.3409833, -0.0574084, -0.1872572,   457
         Q8IWW8,      22.91,  0.2874990,      18.20,  0.3486769,       8.57,  0.2212020,       2.36,  0.1934563,       2.14,  0.2178152,      10.06,  0.2239565,       1.71,  0.2119007,  0.1101108, -0.2623171,   467
         Q9Y2R5,      37.69,  0.3452525,      24.62,  0.3675227,      22.31,  0.3196750,      10.77,  0.2272646,       0.00,  0.1916432,      26.15,  0.3461002,      10.00,  0.2462972,  0.0522812, -0.1633047,   130
         A6NFY7,      69.57,  0.6505495,      86.09,  0.7265115,     100.00,  0.8193935,      44.35,  0.5329209,      70.43,  0.6673344,      77.39,  0.7096348,      78.26,  0.6843907, -0.2503444,  0.1276441,   115
         Q9NRP2,      55.70,  0.5162312,      49.37,  0.5198519,      51.90,  0.5500610,      27.85,  0.3072265,      27.85,  0.3572940,      40.51,  0.4765919,      48.10,  0.4545428, -0.1191942,  0.0572506,    79
         P51398,      21.36,  0.2270676,      21.36,  0.3531993,      12.31,  0.2796649,      14.32,  0.2611312,       8.54,  0.2653014,      12.56,  0.2308227,       7.29,  0.2229203,  0.1688330, -0.1071658,   398
         Q99623,      51.84,  0.4616421,      34.45,  0.4161609,      26.76,  0.3553337,       5.69,  0.2000592,       1.67,  0.2235537,      18.06,  0.3142816,       7.02,  0.2692830, -0.0623845, -0.1438799,   299
         Q5T440,      33.15,  0.3523343,      22.47,  0.3851661,       9.83,  0.2460082,       3.93,  0.2377576,       0.84,  0.2562551,      11.52,  0.2402446,       6.18,  0.2452929,  0.0479335, -0.2079196,   356
         Q8IVS2,      21.79,  0.3049173,      21.54,  0.3637260,      15.38,  0.3280509,      10.26,  0.2337859,       5.90,  0.2404293,       8.97,  0.2205298,       4.87,  0.2272316,  0.0971529, -0.2018045,   390
         Q02978,      17.83,  0.2252206,      16.56,  0.2900964,       5.41,  0.1561040,       5.73,  0.1464909,       1.59,  0.1412839,       7.64,  0.2089548,       4.46,  0.1686745,  0.1696915, -0.2438858,   314
         Q9P032,      32.57,  0.3368162,      54.86,  0.4771853,      51.43,  0.4785644,      16.57,  0.2977527,      12.00,  0.3021944,      33.71,  0.3509609,      14.29,  0.2941516,  0.0614569, -0.0830414,   175
         O14874,      28.40,  0.3305405,      28.88,  0.3693857,      11.17,  0.2884229,       6.55,  0.2174438,       2.67,  0.2368417,      11.89,  0.2554798,      12.86,  0.2830192,  0.0687037, -0.1749988,   412
         P36542,      22.82,  0.3333702,      23.49,  0.3826959,       9.73,  0.2629117,       3.69,  0.1921993,       2.01,  0.1914001,      17.45,  0.2842376,       4.70,  0.2306506,  0.0658433, -0.1841923,   298
         Q9ULD0,      17.03,  0.2541514,      20.89,  0.3484333,       8.51,  0.2429838,       6.44,  0.2194521,       5.15,  0.2454754,       8.32,  0.2047986,       4.55,  0.2120517,  0.1440099, -0.1441165,  1010
         Q8WWV3,      15.15,  0.2319980,      10.10,  0.2798677,       0.00,  0.1632362,       2.02,  0.1673222,       1.01,  0.1813182,       7.32,  0.1745681,       1.52,  0.1725123,  0.1633689, -0.2307204,   396
         Q9H1K1,      26.95,  0.3061558,      50.30,  0.5069768,      47.90,  0.4915756,      10.78,  0.2807695,       8.38,  0.3008077,      25.75,  0.3505055,      31.14,  0.3727986,  0.0937067, -0.1203117,   167
         O00411,      32.60,  0.3606886,      36.91,  0.4518731,      36.50,  0.4304616,      12.52,  0.2472579,      12.68,  0.2873460,      18.54,  0.2864945,      23.09,  0.3440201,  0.0381410, -0.1352900,  1230
         Q5JTJ3,      19.20,  0.2833970,      51.20,  0.5121319,      33.60,  0.3981481,      12.00,  0.2810712,       6.40,  0.2391768,      24.00,  0.3532583,      13.60,  0.2781726,  0.1173426, -0.0485623,   125
         Q16795,      22.81,  0.2389836,      15.65,  0.2987394,       6.10,  0.1816211,       3.45,  0.1463993,       0.27,  0.1234356,       6.90,  0.1868200,       0.80,  0.1657296,  0.1575728, -0.2113293,   377
         Q8N5M1,      26.99,  0.3469239,      27.68,  0.3949034,      17.65,  0.2955398,      18.34,  0.2629791,      14.88,  0.2925886,      23.18,  0.3104040,      20.42,  0.3172233,  0.0548083, -0.1443016,   289
         Q9NUT2,      27.21,  0.2888977,      16.73,  0.3237811,       8.44,  0.2552566,       3.40,  0.1581880,       3.81,  0.1801942,       7.21,  0.2052903,       4.90,  0.2352679,  0.1101644, -0.2783359,   735
         O60783,      64.06,  0.6354401,      15.62,  0.3929393,      15.62,  0.3637766,       6.25,  0.2217063,       0.00,  0.2297843,      39.84,  0.4343362,       0.00,  0.3190344, -0.2308981,  0.0253656,   128
         Q6YN16,      14.59,  0.2338617,      24.88,  0.3614156,      21.05,  0.2980327,       5.02,  0.2003131,       2.39,  0.2057403,       5.98,  0.2009461,       7.18,  0.2500517,  0.1641397, -0.2372274,   418
         Q9H9J2,      38.25,  0.4058399,      35.84,  0.4049611,      36.75,  0.4076523,       6.93,  0.2350915,       5.12,  0.2440050,      17.17,  0.3015517,      18.67,  0.3331835, -0.0061852, -0.1611313,   332
         Q9BV79,      51.47,  0.4786081,      20.64,  0.3543971,      15.55,  0.2817596,       3.49,  0.2346890,       1.07,  0.2556413,       8.85,  0.2505028,       0.80,  0.2623064, -0.0782789, -0.2276224,   373
         Q6IN84,      40.51,  0.4289204,      47.59,  0.5051821,      49.29,  0.5126353,      18.70,  0.3320422,      18.13,  0.3724593,      20.68,  0.3555405,      28.61,  0.4177967, -0.0266654, -0.1761091,   353
         Q9NVA1,      24.75,  0.2987798,      29.10,  0.3526076,      24.41,  0.2968689,      22.07,  0.2197619,      11.04,  0.2019123,      21.07,  0.2642145,      14.05,  0.2228793,  0.1001573, -0.1376870,   299
         Q07021,      25.89,  0.3475332,      62.41,  0.5677287,      57.45,  0.5813962,      18.79,  0.3307188,      22.70,  0.3819055,      29.08,  0.3970202,      29.79,  0.4343839,  0.0519837, -0.0580639,   282
         Q9BYD3,      38.91,  0.4219375,      41.48,  0.4388766,      35.37,  0.3734202,      22.83,  0.2953120,      22.51,  0.3355381,      31.83,  0.3413670,      33.12,  0.3677417, -0.0203989, -0.1166682,   311
         O43181,      44.00,  0.4506049,      52.57,  0.5321787,      37.14,  0.4310083,       8.57,  0.3444509,      13.71,  0.3958058,      27.43,  0.4115250,      10.29,  0.3557608, -0.0494003,  0.0019999,   175
         O76031,      34.60,  0.3984752,      41.71,  0.4724902,      38.07,  0.4665807,      19.12,  0.2824539,      21.33,  0.3442001,      18.33,  0.3150816,      25.12,  0.3798802,  0.0005451, -0.1400703,   633
         Q96EH3,      38.46,  0.3951482,      29.91,  0.3848516,      36.75,  0.4062896,      18.38,  0.2605047,      11.11,  0.2653230,      26.92,  0.3280015,      23.93,  0.3400199,  0.0033068, -0.1641265,   234
         P24752,      27.40,  0.3368252,      16.16,  0.3686100,      13.35,  0.3027591,       1.64,  0.1874910,       0.47,  0.2252830,       7.49,  0.2373332,       0.00,  0.2259237,  0.0630962, -0.2728729,   427
         P28330,      21.16,  0.2561148,      23.26,  0.3701130,      12.33,  0.2591218,       8.14,  0.2073284,       6.28,  0.2188333,      10.93,  0.2277433,      10.93,  0.2565424,  0.1413240, -0.1905015,   430
         Q16740,      39.35,  0.4287372,      35.38,  0.4207095,      24.19,  0.3734209,      20.58,  0.2828303,      20.22,  0.2943140,      18.05,  0.3003419,      22.02,  0.3500590, -0.0293115, -0.2333853,   277
         P21796,       9.54,  0.1614832,      24.38,  0.3878933,       7.07,  0.2018266,       3.89,  0.2425470,       3.89,  0.2765125,      13.43,  0.2492099,       3.18,  0.2196077,  0.2343998, -0.1266513,   283
         P14854,      20.93,  0.2076160,      37.21,  0.3895737,       0.00,  0.1684506,      20.93,  0.3312350,       4.65,  0.2957797,      33.72,  0.3822208,      18.60,  0.2677375,  0.1815566,  0.0383795,    86
         P04179,       3.60,  0.1452273,      13.06,  0.3339506,       0.90,  0.1624467,       5.41,  0.2603153,       1.80,  0.2609462,       7.66,  0.2046925,       0.45,  0.2008554,  0.2473642, -0.1295217,   222
         Q14061,      22.22,  0.4379301,     100.00,  0.8174068,      82.54,  0.7705548,      25.40,  0.3182016,      19.05,  0.3338300,      44.44,  0.5644405,      38.10,  0.5403940, -0.0369558, -0.0830197,    63
         O43615,      40.04,  0.3990319,      51.55,  0.5309334,      46.24,  0.4822030,      10.62,  0.2607344,      21.02,  0.3010682,      41.59,  0.3821302,      41.59,  0.3926837, -0.0011379, -0.0833940,   452
         Q9BYD6,      28.31,  0.3279359,      37.23,  0.4418435,      34.46,  0.4262638,      10.77,  0.2325437,      10.77,  0.2829458,      16.92,  0.2800554,      20.31,  0.3319316,  0.0709734, -0.1093750,   325
         O43772,       9.30,  0.1575532,      16.94,  0.2726508,       0.00,  0.1403142,       5.32,  0.1551901,       2.33,  0.1261603,       5.32,  0.1767646,       3.32,  0.1480532,  0.2367060, -0.2614144,   301
